1,47,0,27,0,2,2,1,4,3839,0,0,0,4,1,40,0,0,0,3,1
0,35,0,27,1,2,4,0,3,5859,2,3,0,72,2,100,0,1,0,1,1
1,27,1,15,4,1,2,1,0,7998,3,0,0,87,1,68,0,0,1,2,0
1,21,1,11,2,1,0,1,6,8791,0,2,0,55,2,15,0,0,0,0,2
1,50,0,39,3,2,4,1,0,5738,0,2,1,35,1,94,0,0,0,2,1
0,19,0,7,0,1,1,0,4,4102,0,0,0,82,1,22,0,0,0,2,0
0,28,1,10,2,0,2,0,0,8806,1,0,1,44,2,53,0,0,0,1,2
0,29,0,10,4,1,0,1,1,11493,1,3,0,46,1,39,0,0,0,0,0
1,47,1,22,0,1,0,0,1,3496,0,2,0,9,2,88,0,0,1,0,1
1,32,1,1,4,1,1,1,5,8206,1,0,0,78,1,54,0,0,0,2,1
0,24,1,5,1,2,1,1,1,7216,0,3,0,28,1,28,0,0,0,1,0
0,19,1,4,0,2,0,0,0,5682,2,0,1,35,2,7,0,0,0,3,1
1,54,1,21,1,1,2,1,2,5757,0,0,0,2,1,57,0,1,0,2,1
0,23,1,5,1,2,3,0,1,7190,3,0,1,97,2,48,0,0,0,1,1
1,38,0,16,3,1,1,1,0,5152,1,1,0,36,1,41,0,0,0,2,2
1,43,1,28,2,2,1,2,1,9002,1,3,0,34,0,99,0,0,0,2,1
1,52,1,11,3,1,1,2,4,6472,2,0,0,43,1,80,0,0,1,2,2
1,27,1,16,2,0,0,1,0,7608,1,1,0,26,1,87,0,0,0,2,1
0,58,1,2,4,1,1,1,0,8080,3,3,0,85,2,15,0,0,0,2,0
1,53,1,5,1,2,0,2,0,8740,2,0,0,56,2,6,0,0,1,2,2
1,33,1,6,2,1,0,2,0,5585,2,2,0,70,0,73,0,0,0,2,0
1,24,1,16,0,1,2,0,0,4816,2,0,1,85,1,61,0,0,0,0,1
1,52,1,37,1,1,1,1,3,9658,0,0,0,23,1,110,1,0,0,2,0
0,41,0,10,1,2,1,0,2,8192,1,0,1,85,2,24,0,0,0,2,2
1,47,1,15,1,1,4,2,0,10089,3,0,0,48,1,83,1,0,0,0,1
0,47,0,31,2,2,0,1,3,6757,2,1,0,7,1,108,0,0,1,2,1
0,42,1,5,3,1,2,0,3,5704,1,2,1,92,2,11,0,0,0,2,3
1,36,0,8,0,1,4,0,2,4042,2,0,0,15,1,56,0,0,0,2,1
0,28,0,1,4,2,0,1,0,8765,1,0,1,98,1,62,0,0,0,2,1
1,57,1,48,1,1,4,0,1,6745,3,0,1,52,1,73,0,0,0,1,1
1,30,0,2,4,1,1,0,2,7369,2,3,0,72,1,80,0,1,1,2,1
1,54,1,3,2,1,1,1,2,6404,3,0,1,40,2,31,0,0,0,2,2
0,44,1,8,4,1,2,1,1,8911,2,0,0,7,2,48,0,0,0,3,1
1,25,1,7,2,2,1,1,0,9221,0,0,0,16,2,27,0,0,0,3,1
1,45,1,35,4,1,3,1,4,9158,2,0,0,15,1,69,0,0,0,2,1
1,19,1,8,3,2,4,0,0,6113,2,0,0,58,0,44,0,0,0,0,0
1,55,0,42,1,1,1,1,0,7413,2,2,0,2,1,62,1,1,1,2,0
0,28,1,4,4,2,0,0,4,9892,2,2,0,9,1,20,0,0,0,2,3
0,26,1,11,1,2,2,1,4,7620,3,0,0,5,2,39,0,0,0,2,1
1,47,1,37,4,0,1,2,2,10087,0,2,0,54,1,83,1,0,0,1,1
1,21,0,2,0,1,1,2,4,6011,3,2,1,21,1,58,1,0,0,2,0
1,59,1,22,2,0,0,1,2,10016,1,2,0,41,0,64,1,0,0,2,3
0,19,0,4,0,1,2,0,2,5411,0,0,1,53,1,43,0,0,1,2,1
1,20,1,2,4,2,0,1,1,6550,0,3,0,8,1,37,0,0,0,2,1
1,56,1,34,1,2,2,2,5,7532,0,0,0,31,1,105,0,0,0,2,0
0,55,1,23,0,2,2,0,3,4566,1,0,1,23,1,68,0,0,0,3,2
0,30,1,9,2,1,3,0,4,6481,3,0,0,10,1,73,1,0,0,2,3
1,49,0,28,0,2,2,2,1,4716,1,2,0,45,1,65,1,0,0,2,3
1,42,0,6,4,1,1,1,2,8064,1,2,1,96,1,36,0,0,0,2,3
0,25,0,6,4,1,3,1,1,9574,1,0,1,39,1,84,0,0,0,1,1
1,23,0,10,4,1,0,2,4,8459,2,2,1,82,0,36,0,0,0,2,1
0,40,1,7,4,0,2,1,3,7999,1,3,0,88,1,39,0,0,1,3,1
0,34,1,25,0,2,3,1,1,4045,3,0,0,35,2,100,0,0,0,1,0
0,51,0,26,0,2,1,0,0,4774,3,3,0,94,2,87,0,0,0,2,1
0,34,1,16,0,1,2,2,3,4161,1,3,0,70,1,27,0,0,0,1,1
1,36,1,22,1,2,3,0,0,9599,0,0,1,9,0,77,0,1,0,2,0
1,24,0,5,4,2,3,0,0,6910,1,3,0,27,1,40,1,0,1,2,0
1,26,0,2,3,1,2,1,5,5975,0,0,0,81,2,78,0,0,0,2,2
1,57,0,30,0,1,0,1,1,5551,1,0,0,5,2,58,1,0,0,1,1
1,50,1,24,0,1,0,2,0,4492,2,0,0,15,1,63,0,1,0,0,1
1,19,1,10,1,0,3,2,2,8168,2,0,0,79,1,57,0,0,0,2,2
1,56,0,15,0,1,1,2,0,3484,2,0,1,28,1,90,0,0,0,2,2
1,21,0,2,0,0,3,2,0,3890,1,0,1,80,2,27,0,0,0,2,0
0,47,0,3,4,2,1,0,3,10499,1,0,0,45,1,57,0,0,0,1,1
1,34,0,22,2,2,1,0,4,7574,2,0,1,59,2,75,1,0,0,2,0
0,56,1,16,0,1,1,1,4,3482,1,0,0,11,1,63,0,0,0,3,0
1,25,1,10,0,1,0,1,4,5316,3,3,1,13,2,52,1,0,0,2,2
1,36,1,15,1,2,1,2,0,6235,3,2,0,61,1,70,1,0,0,1,2
1,47,0,39,4,1,2,1,0,7017,1,0,1,85,0,108,0,0,0,2,2
1,59,0,7,1,1,2,2,0,7189,2,0,0,25,0,61,0,0,0,0,1
0,19,1,4,4,2,1,1,1,7281,1,0,0,54,1,29,0,0,1,1,1
0,55,1,15,3,2,2,2,0,5093,1,2,0,1,2,50,1,0,0,3,2
1,21,0,7,1,1,1,0,2,6500,2,2,0,50,1,82,0,0,0,3,2
0,49,0,1,0,1,0,2,2,5447,1,0,1,33,1,52,0,1,0,1,1
0,50,0,11,0,2,0,0,0,3731,2,0,0,9,1,30,0,0,0,3,2
1,40,0,22,2,2,0,2,0,7255,1,0,0,34,2,92,1,0,0,3,0
0,33,0,5,2,2,0,1,0,7387,2,0,1,59,0,50,0,0,0,2,0
1,58,1,2,4,1,0,1,0,12194,1,0,1,29,1,33,0,0,0,0,0
1,21,1,10,2,0,0,1,3,8285,3,0,0,93,2,35,0,0,1,2,2
0,18,1,9,4,2,1,0,0,9331,0,1,0,54,1,68,0,0,0,2,1
1,42,1,11,0,1,1,1,0,4999,0,3,0,6,1,75,0,0,0,2,1
0,30,0,19,0,0,1,0,1,5592,1,0,1,1,0,55,0,1,1,3,1
1,33,1,18,4,1,1,1,5,7575,0,3,0,1,2,54,0,0,0,2,0
0,46,0,20,4,1,1,1,0,9359,1,3,0,43,1,41,1,0,0,1,0
1,51,1,36,1,0,0,1,3,8840,1,0,0,19,1,59,0,0,0,2,1
0,36,1,21,4,1,3,0,0,7460,2,0,0,78,1,84,0,0,0,3,1
1,42,1,16,1,1,0,0,3,10159,2,3,0,23,1,59,0,0,0,1,0
1,44,1,2,4,0,1,2,3,8616,2,2,0,20,2,65,0,0,0,2,0
1,57,0,41,0,2,4,2,4,5040,2,0,1,92,2,62,0,0,0,2,2
1,21,1,3,0,0,0,1,3,5018,0,2,1,23,1,34,1,0,0,2,1
1,46,0,17,3,2,0,2,0,5693,0,2,0,85,2,55,0,0,0,2,0
1,20,1,1,3,1,3,0,2,6852,3,0,0,45,0,45,0,0,0,2,1
0,43,0,20,1,2,1,0,1,9710,0,3,0,8,2,76,0,0,0,2,2
0,31,1,20,4,2,0,1,2,9058,1,0,0,59,2,57,0,1,0,2,1
1,41,1,15,3,1,0,2,1,6198,2,0,0,77,2,44,1,0,0,3,1
0,23,1,4,4,2,0,1,1,9932,1,0,1,97,1,15,0,0,0,3,0
1,44,0,17,2,1,1,1,0,8219,0,1,0,33,0,20,0,1,0,0,0
1,31,1,15,2,0,3,0,0,8403,2,2,1,71,2,24,0,0,0,0,1
1,18,0,8,2,1,0,2,1,9024,2,2,1,10,1,11,0,0,0,2,0
0,44,1,3,0,2,2,0,0,4218,2,3,0,1,1,48,0,0,1,2,0
0,58,0,39,2,1,0,0,3,6929,1,0,0,56,0,76,0,1,1,3,0
1,19,1,8,0,0,0,1,1,4290,0,2,0,12,1,46,1,0,0,1,2
1,41,0,31,4,2,1,2,3,11236,1,2,0,57,0,106,0,0,0,2,2
0,19,0,9,1,1,0,1,0,5306,1,0,0,61,2,57,0,0,0,2,2
1,33,0,25,4,2,3,1,2,7378,1,0,0,4,1,75,1,0,0,2,1
1,51,1,19,0,1,1,1,5,4764,0,3,0,36,2,97,1,0,0,2,1
0,52,0,20,0,2,0,2,2,4083,0,2,0,50,2,68,0,0,1,2,0
0,34,1,14,2,2,3,0,1,9210,3,0,0,93,0,86,0,0,0,2,3
0,57,1,49,2,1,1,0,4,8727,0,2,0,62,0,53,0,0,0,3,1
1,46,0,9,4,2,0,2,0,8890,0,3,1,58,2,47,0,0,0,2,1
1,34,1,16,2,1,1,0,4,9879,2,0,0,24,2,40,0,0,0,2,2
1,40,1,22,1,1,3,1,5,8568,2,0,0,68,0,59,0,0,0,2,0
0,25,0,12,0,2,0,0,0,3518,2,3,0,23,1,45,0,0,0,2,0
0,38,0,2,1,1,1,0,2,10316,2,2,0,2,2,70,0,0,0,0,1
0,42,0,26,0,2,0,1,0,4366,1,1,0,96,2,40,1,0,0,3,2
0,36,0,9,4,1,3,0,0,6013,2,3,0,67,2,66,0,1,0,3,1
0,49,1,7,3,1,0,0,1,5947,2,3,1,71,1,80,0,0,0,1,1
0,37,1,1,4,2,0,0,2,9265,1,0,0,79,2,54,1,0,0,2,1
0,54,1,6,0,1,3,0,2,4966,2,0,0,47,0,57,0,0,1,1,1
0,58,1,48,0,2,1,1,0,3259,0,3,1,29,0,97,0,0,1,2,2
1,54,0,25,3,2,4,1,1,5395,2,2,0,17,0,57,0,0,0,3,2
0,30,1,8,1,1,0,1,2,9393,3,2,0,27,1,73,0,0,0,2,2
1,46,0,32,3,1,1,1,2,5926,1,0,0,23,2,55,0,0,0,2,2
0,44,0,34,4,2,1,0,1,8150,0,0,0,61,2,74,0,0,1,0,1
1,18,1,10,3,1,0,2,0,5842,2,2,0,84,0,21,0,0,1,2,1
1,29,1,21,0,2,2,2,0,4922,0,1,0,25,1,38,1,0,0,1,1
0,47,1,38,3,2,1,1,0,6041,2,3,1,81,1,94,0,0,0,2,2
1,59,0,4,2,1,2,2,0,8603,2,3,0,97,2,47,0,0,0,2,1
1,22,0,3,4,0,1,0,5,11535,2,3,1,57,1,17,1,0,0,1,1
1,55,1,38,3,1,0,0,1,6440,1,0,0,78,1,106,1,0,0,0,1
0,36,0,13,1,2,1,1,1,10039,2,0,0,22,1,47,0,0,0,0,1
1,55,0,29,0,1,2,2,0,4453,2,0,0,77,1,82,1,0,0,2,1
1,34,1,11,0,1,0,2,3,4364,2,1,1,50,1,84,0,0,0,2,2
1,32,1,18,4,1,1,1,0,9710,2,0,0,1,0,41,0,0,0,2,2
0,51,1,35,3,2,0,1,1,5927,2,0,1,37,1,66,0,0,0,0,1
1,30,1,2,3,1,0,1,4,5033,0,0,0,53,1,81,0,0,0,1,1
0,43,1,28,4,2,0,0,1,8333,0,3,0,61,2,92,0,0,0,0,1
1,48,1,32,0,1,1,2,0,3535,2,2,1,48,1,84,0,0,0,2,1
0,40,0,1,4,2,0,1,0,8510,1,0,0,92,1,28,0,0,0,2,1
0,24,0,11,2,0,4,0,1,6544,2,2,0,12,0,73,0,0,0,0,1
0,31,0,9,3,2,0,1,2,6550,1,3,1,79,0,87,0,0,0,1,0
1,50,0,25,4,1,1,1,2,9940,2,2,0,64,0,100,0,0,0,0,1
1,46,1,34,0,1,0,2,1,3995,2,3,0,22,2,87,0,0,0,2,1
0,55,1,33,0,1,2,2,5,4831,2,0,1,63,2,50,0,0,0,3,2
1,38,0,3,0,0,3,1,0,3615,0,2,0,61,0,82,0,0,0,2,0
1,45,1,5,4,1,0,1,1,10953,0,0,0,90,1,8,0,0,0,1,2
1,22,0,5,4,1,2,0,1,9335,2,0,0,50,1,23,1,0,0,1,3
0,21,0,6,1,1,1,1,2,11412,3,1,0,60,1,73,0,0,0,2,1
1,41,1,20,4,1,1,0,4,8117,1,0,1,14,1,26,0,0,0,3,0
0,29,0,17,3,2,1,2,1,5490,1,2,1,73,1,54,0,0,1,1,1
1,35,1,5,3,0,0,0,2,5453,1,0,0,61,1,39,0,0,1,3,1
1,21,1,2,3,2,2,1,1,6042,2,0,0,54,0,62,0,0,0,2,2
1,47,1,19,2,1,3,2,0,7557,2,3,0,29,1,79,0,0,0,2,1
0,55,1,23,4,2,3,0,2,6999,3,0,1,52,1,34,0,0,0,3,1
1,53,0,32,2,1,2,1,0,9144,1,0,0,8,2,37,1,0,0,1,0
0,23,0,1,2,1,0,2,0,6623,1,0,0,38,2,54,0,0,1,3,2
1,25,1,4,2,0,0,1,0,6310,0,1,1,10,2,20,0,0,0,0,0
1,20,1,8,2,1,0,1,0,7490,1,1,0,11,1,34,0,0,0,0,1
0,44,0,6,1,1,3,0,2,7583,0,1,1,96,2,24,0,0,0,0,2
0,20,0,4,1,1,2,0,1,9822,2,0,0,50,2,69,0,0,0,3,0
0,24,1,4,2,0,3,0,3,8470,1,2,0,27,1,59,0,0,0,2,2
1,48,1,15,2,2,3,1,1,8605,0,1,0,71,0,56,0,0,0,3,2
0,23,1,3,3,2,1,0,0,5548,1,0,0,59,2,11,0,0,0,2,1
0,33,1,9,4,2,0,1,2,7451,0,0,0,73,2,50,0,0,0,2,0
1,57,1,47,4,1,2,0,2,10277,2,0,0,39,1,87,0,0,0,1,1
1,49,1,16,0,2,3,1,3,5036,0,0,0,37,1,43,0,0,0,3,0
1,35,0,25,4,1,0,1,2,10295,2,2,0,59,1,64,1,0,0,2,1
1,28,0,7,3,0,0,0,2,6356,2,0,0,21,1,50,0,0,1,3,1
1,22,1,9,2,1,0,2,0,6950,2,2,1,38,1,56,0,0,0,3,1
0,33,0,15,0,1,3,1,1,4276,1,0,0,33,1,84,0,0,0,3,1
0,29,0,18,0,1,0,1,0,4462,1,3,1,1,0,71,0,0,0,1,1
1,25,1,17,0,1,3,0,3,3345,0,0,1,38,2,82,1,0,0,2,2
0,32,0,9,1,2,0,1,2,7486,1,0,0,10,1,17,1,0,0,2,0
0,21,1,3,2,2,1,0,0,9088,0,0,0,74,1,72,0,0,0,1,1
1,57,0,29,1,1,1,0,6,9399,0,3,0,63,1,52,0,0,0,3,0
1,45,1,30,2,1,3,0,1,8201,2,3,0,41,1,41,0,0,0,0,0
1,37,1,29,0,0,3,2,1,3620,1,0,0,50,1,79,0,0,0,2,2
0,46,1,36,4,1,0,1,4,9803,3,0,1,30,1,68,0,0,0,1,1
1,42,1,28,4,1,0,0,1,7431,1,0,1,25,1,107,0,0,0,3,1
1,55,0,10,0,0,0,2,1,4311,2,1,1,68,2,36,0,0,0,3,0
0,32,0,7,3,2,2,2,1,6227,3,0,0,69,1,33,0,0,0,1,1
0,50,0,27,4,2,1,0,1,8465,2,0,1,68,1,102,0,0,0,1,1
1,58,1,45,2,1,0,1,0,8431,3,0,0,60,1,71,1,0,0,2,1
1,46,0,33,4,1,1,0,1,10260,2,0,0,34,1,103,0,0,0,0,2
1,23,1,6,2,2,3,1,4,6921,0,2,1,53,1,68,0,0,0,3,1
0,46,1,23,2,1,0,1,2,7501,1,0,0,86,0,62,0,0,0,0,1
0,36,0,13,4,1,1,0,0,10195,1,1,1,88,1,30,0,0,0,3,1
1,35,0,9,0,1,1,2,1,4581,1,2,1,71,2,33,0,0,0,2,1
0,30,0,11,0,2,1,0,1,4438,0,1,1,60,1,31,0,0,0,2,2
1,29,1,19,2,2,2,0,0,8197,2,0,0,63,1,21,0,0,0,2,2
1,56,0,5,0,1,0,0,1,5614,2,2,0,76,0,71,1,0,0,2,0
0,19,0,7,3,2,1,1,4,6083,1,3,1,99,2,61,0,0,0,2,2
1,57,1,18,3,1,4,0,1,7028,0,2,0,32,1,23,1,0,0,1,0
0,33,0,6,2,2,3,0,1,7318,1,0,0,95,1,13,0,0,0,3,1
1,41,0,29,4,1,3,2,1,8975,3,3,1,88,1,86,0,0,0,0,2
1,29,0,5,3,1,1,2,0,5476,1,1,0,20,1,29,0,0,0,2,0
0,35,0,1,2,2,0,0,3,5908,2,0,1,64,1,45,0,0,0,3,1
0,55,0,36,1,2,3,1,0,10134,1,2,0,41,0,50,0,0,0,2,1
1,42,1,31,0,1,3,0,0,3061,2,3,1,36,1,51,1,0,1,2,0
0,31,0,12,4,1,3,2,2,7608,1,0,0,96,1,22,0,0,0,2,0
0,45,0,13,2,1,1,0,0,6415,0,2,0,39,1,21,0,0,0,2,2
0,46,1,34,2,2,0,0,3,8065,2,3,1,63,1,99,0,0,0,3,1
1,30,1,5,4,1,2,2,0,5964,2,2,1,65,1,14,0,0,0,1,1
1,43,1,4,2,0,1,1,2,8818,0,3,1,13,2,40,0,0,1,0,2
1,40,1,17,0,1,4,0,4,4733,3,0,0,69,2,60,0,0,0,0,2
0,41,1,16,3,2,3,0,3,6012,3,3,1,10,2,61,0,0,0,1,2
0,28,0,17,4,1,2,1,0,8781,1,3,1,93,0,73,0,0,0,2,2
0,36,0,18,4,2,2,0,3,7695,2,0,1,22,2,33,0,0,1,2,1
0,26,1,2,1,2,0,0,1,6244,3,0,0,39,1,73,1,0,0,1,1
1,53,0,15,0,1,0,2,1,5617,1,0,0,49,2,27,0,0,0,0,2
1,40,1,25,2,1,1,0,4,7934,3,3,0,25,1,43,0,0,0,3,2
0,59,1,1,2,2,3,0,2,6513,2,0,0,41,0,28,1,0,0,2,3
0,49,1,15,3,1,2,0,5,6123,0,0,0,5,1,30,0,0,1,3,3
0,52,1,38,4,0,2,0,3,7516,2,3,0,45,1,110,0,0,0,1,0
1,31,0,19,3,1,3,0,1,5797,2,0,1,52,1,48,1,1,1,2,1
1,28,1,9,0,1,2,0,0,5497,3,2,0,44,0,70,0,0,0,0,1
0,54,0,6,2,2,1,0,1,6204,1,3,0,33,0,43,0,0,1,2,0
1,34,0,12,2,2,3,0,3,6767,1,0,1,13,2,65,0,0,1,2,1
1,22,1,11,0,1,1,2,0,5894,2,1,0,16,1,86,0,0,0,2,2
1,26,0,14,2,1,3,1,0,8862,3,2,0,97,1,33,1,0,0,3,1
1,45,1,19,3,1,3,1,1,7049,0,0,1,31,0,97,1,0,0,3,1
1,34,1,16,3,2,1,2,0,6631,3,3,0,11,1,74,0,0,0,2,1
0,25,1,1,0,1,1,0,0,3437,1,3,1,81,0,56,1,0,0,2,0
1,40,0,21,3,2,3,1,1,6059,1,2,0,9,1,85,0,0,0,2,1
0,31,0,12,2,2,2,0,0,8044,1,0,1,18,2,76,0,0,1,0,0
1,59,0,37,2,1,1,1,5,9318,1,3,0,26,0,81,0,0,0,2,2
0,59,1,7,0,2,3,2,5,4363,2,0,1,81,1,33,0,0,1,1,1
1,51,0,28,4,1,3,1,1,8919,1,0,0,69,2,38,1,0,0,2,1
0,35,1,24,2,0,1,1,1,7749,1,3,1,54,0,78,0,0,0,2,1
0,51,1,21,4,0,0,0,2,10032,3,2,1,75,1,82,1,0,1,2,2
0,24,0,15,2,1,0,0,2,7914,1,0,0,9,0,46,0,0,0,1,0
1,42,0,23,4,1,3,2,6,6731,1,2,0,14,1,54,0,1,0,2,0
1,32,1,11,3,2,1,2,1,6419,3,0,0,31,0,65,0,0,0,2,1
1,48,1,14,4,1,4,1,5,7710,2,0,1,18,1,20,0,0,0,0,1
0,24,1,5,1,2,2,0,0,8562,1,1,0,75,0,53,0,0,1,1,2
1,40,1,30,0,1,0,1,5,3864,2,3,0,20,2,88,0,0,0,2,0
0,23,1,11,4,0,2,0,3,7923,1,0,1,44,2,75,0,0,1,2,1
0,34,0,19,3,1,3,1,2,5615,2,2,0,52,2,84,0,0,0,2,1
0,47,0,10,0,2,3,1,0,4303,2,3,1,93,2,65,0,0,0,3,1
1,41,1,29,1,1,0,1,0,9392,2,0,0,74,1,32,0,0,0,0,1
1,25,1,10,2,1,3,2,2,6473,1,3,1,34,0,41,0,0,0,3,2
1,26,1,8,3,1,2,0,0,5594,0,0,0,77,1,61,0,0,0,2,0
0,44,1,14,4,0,4,0,2,7526,3,3,0,83,1,82,0,0,0,2,3
1,34,1,1,1,2,0,0,5,7591,1,2,0,11,1,45,0,0,0,2,2
0,30,0,9,2,1,0,0,4,8610,3,2,0,78,0,62,0,0,0,1,1
0,41,0,2,0,2,1,0,5,4265,2,0,0,12,1,55,0,0,0,1,1
0,55,1,5,2,2,1,1,1,7141,2,2,0,69,1,72,1,0,0,3,1
0,38,0,12,0,2,0,1,3,4803,1,1,0,72,1,77,1,1,0,3,0
0,20,1,4,0,0,1,1,2,5748,2,3,1,18,1,81,1,0,1,2,0
1,37,1,19,4,1,2,1,0,7000,1,0,0,13,0,87,0,0,1,3,1
0,18,0,9,3,2,2,1,0,5505,1,3,0,43,2,88,0,0,1,0,2
0,34,1,8,4,2,4,0,4,9332,2,1,0,38,1,77,0,0,1,2,1
1,32,0,14,3,1,4,0,0,6426,2,2,0,26,1,87,1,0,0,2,2
1,53,1,22,1,1,3,2,0,3719,1,1,1,57,1,34,0,0,0,0,1
1,32,1,19,1,0,0,1,4,7541,2,0,0,10,1,65,1,1,0,2,0
0,45,0,32,2,1,1,1,0,8507,0,0,1,48,0,94,0,0,0,3,1
1,44,0,24,2,1,1,1,3,5554,3,2,0,5,0,96,0,0,1,3,1
1,35,1,22,4,2,3,1,0,9320,2,0,0,71,1,86,0,0,0,2,2
1,22,1,1,2,0,0,0,0,9736,3,0,1,46,0,67,0,0,0,3,1
0,47,0,14,4,1,1,0,3,9581,2,3,0,97,2,53,0,0,0,0,0
1,22,0,13,3,1,1,1,4,5936,0,1,0,76,1,26,1,0,0,3,2
0,36,0,28,4,2,1,0,1,11457,2,2,0,33,1,81,0,0,1,2,2
1,27,0,11,4,2,3,1,2,7540,2,0,0,21,1,56,0,0,1,2,2
1,28,1,13,2,2,0,1,1,7702,0,0,1,78,0,21,1,0,0,1,2
1,21,0,10,4,1,4,1,0,12573,1,3,1,2,0,35,0,0,0,1,1
0,54,1,25,3,1,0,0,0,5375,1,2,0,51,2,58,0,0,0,1,1
0,40,0,2,1,1,0,0,4,5610,3,0,0,53,1,67,0,0,0,2,2
0,29,1,8,4,0,1,1,0,8263,1,0,0,80,1,40,0,0,0,2,0
0,49,0,3,2,2,2,0,5,7518,2,3,0,44,2,26,0,0,0,2,1
1,30,1,11,4,1,2,1,1,6738,2,2,0,5,1,45,0,0,0,0,2
0,43,0,20,1,2,3,0,0,8848,2,0,0,26,1,92,0,0,0,1,0
0,35,0,19,2,1,1,2,1,8105,0,3,1,79,1,41,0,0,0,3,0
1,43,0,28,0,2,2,1,0,4943,2,0,0,41,2,104,1,0,0,0,0
1,45,1,12,4,1,3,0,2,8225,3,0,0,77,0,41,1,0,0,2,0
1,37,0,6,0,2,2,2,0,4891,3,3,0,80,2,66,1,0,0,3,0
1,55,1,12,1,1,0,0,2,10866,2,0,1,9,0,34,0,0,0,1,0
1,47,1,6,2,1,3,2,2,8711,1,3,0,33,1,53,0,0,0,3,2
0,39,0,3,0,2,1,1,1,4440,1,0,0,46,1,66,1,0,0,2,0
